Name;Trace_id;Point_id;Start_x;Start_y;Start_z;End_x;End_y;End_z;Cost;Cost_Mode
measurements.Trace;242;25;790449;7.26497e+06;-59.9358;790449;7.26497e+06;-59.9746;315;4
measurements.Trace;242;26;790449;7.26497e+06;-59.9746;790449;7.26497e+06;-60.0142;253;4
measurements.Trace;242;27;790449;7.26497e+06;-60.0142;790449;7.26497e+06;-60.0535;278;4
measurements.Trace;242;28;790449;7.26497e+06;-60.0535;790449;7.26497e+06;-60.0868;342;4
measurements.Trace;242;29;790449;7.26497e+06;-60.0868;790449;7.26497e+06;-60.1222;238;4
measurements.Trace;242;30;790449;7.26497e+06;-60.1222;790449;7.26497e+06;-60.1607;296;4
measurements.Trace;242;31;790449;7.26497e+06;-60.1607;790449;7.26497e+06;-60.2;291;4
measurements.Trace;242;32;790449;7.26497e+06;-60.2;790449;7.26497e+06;-60.2332;232;4
measurements.Trace;242;33;790449;7.26497e+06;-60.2332;790449;7.26497e+06;-60.2722;198;4
measurements.Trace;242;34;790449;7.26497e+06;-60.2722;790449;7.26497e+06;-60.3068;186;4
measurements.Trace;242;35;790449;7.26497e+06;-60.3068;790449;7.26497e+06;-60.3426;217;4
